80100
 -88.00   +0.00 0  3.0899  7.4023  4.2360  4.2376
 -88.00   +0.00 1  2.9713  7.0111  4.0400  4.0342
 -88.00   +0.00 2  2.6602  5.7243  3.3835  3.3632
 -88.00   +0.00 3  2.6052  5.4279  3.2196  3.2062
 -88.00   +0.00 4  2.6193  5.5072  3.2620  3.2526
 -88.00   +2.00 0  3.0862  7.3906  4.2301  4.2315
 -88.00   +2.00 1  2.9689  7.0030  4.0359  4.0299
 -88.00   +2.00 2  2.6607  5.7269  3.3850  3.3643
 -88.00   +2.00 3  2.6056  5.4301  3.2209  3.2073
 -88.00   +2.00 4  2.6195  5.5077  3.2624  3.2529
 -88.00   +4.00 0  3.0825  7.3791  4.2243  4.2255
 -88.00   +4.00 1  2.9666  6.9950  4.0320  4.0257
 -88.00   +4.00 2  2.6612  5.7294  3.3865  3.3654
 -88.00   +4.00 3  2.6059  5.4322  3.2221  3.2083
 -88.00   +4.00 4  2.6196  5.5083  3.2627  3.2532
 -88.00   +6.00 0  3.0790  7.3680  4.2187  4.2197
 -88.00   +6.00 1  2.9644  6.9872  4.0282  4.0216
 -88.00   +6.00 2  2.6617  5.7318  3.3879  3.3664
 -88.00   +6.00 3  2.6063  5.4343  3.2233  3.2093
 -88.00   +6.00 4  2.6197  5.5089  3.2630  3.2534
 -88.00   +8.00 0  3.0756  7.3571  4.2132  4.2140
 -88.00   +8.00 1  2.9622  6.9797  4.0245  4.0175
 -88.00   +8.00 2  2.6621  5.7342  3.3894  3.3674
 -88.00   +8.00 3  2.6066  5.4362  3.2244  3.2103
 -88.00   +8.00 4  2.6198  5.5094  3.2633  3.2536
 -88.00  +10.00 0  3.0723  7.3466  4.2079  4.2085
 -88.00  +10.00 1  2.9601  6.9724  4.0209  4.0137
 -88.00  +10.00 2  2.6626  5.7366  3.3908  3.3683
 -88.00  +10.00 3  2.6070  5.4382  3.2256  3.2113
 -88.00  +10.00 4  2.6198  5.5099  3.2636  3.2539
 -88.00  +12.00 0  3.0692  7.3365  4.2028  4.2032
 -88.00  +12.00 1  2.9581  6.9654  4.0175  4.0099
 -88.00  +12.00 2  2.6631  5.7389  3.3922  3.3693
 -88.00  +12.00 3  2.6073  5.4400  3.2267  3.2122
 -88.00  +12.00 4  2.6199  5.5104  3.2639  3.2541
 -88.00  +14.00 0  3.0661  7.3268  4.1980  4.1981
 -88.00  +14.00 1  2.9562  6.9587  4.0142  4.0064
 -88.00  +14.00 2  2.6635  5.7412  3.3935  3.3702
 -88.00  +14.00 3  2.6076  5.4418  3.2277  3.2130
 -88.00  +14.00 4  2.6200  5.5108  3.2642  3.2542
 -88.00  +16.00 0  3.0632  7.3175  4.1933  4.1932
 -88.00  +16.00 1  2.9544  6.9524  4.0111  4.0030
 -88.00  +16.00 2  2.6639  5.7434  3.3949  3.3711
 -88.00  +16.00 3  2.6079  5.4436  3.2288  3.2138
 -88.00  +16.00 4  2.6201  5.5112  3.2645  3.2544
 -88.00  +18.00 0  3.0605  7.3087  4.1889  4.1886
 -88.00  +18.00 1  2.9527  6.9463  4.0082  3.9997
 -88.00  +18.00 2  2.6644  5.7456  3.3962  3.3719
 -88.00  +18.00 3  2.6082  5.4453  3.2298  3.2146
 -88.00  +18.00 4  2.6202  5.5116  3.2647  3.2546
 -88.00  +20.00 0  3.0579  7.3004  4.1847  4.1842
 -88.00  +20.00 1  2.9511  6.9407  4.0054  3.9967
 -88.00  +20.00 2  2.6648  5.7477  3.3975  3.3728
 -88.00  +20.00 3  2.6085  5.4469  3.2307  3.2154
 -88.00  +20.00 4  2.6202  5.5120  3.2650  3.2547
 -88.00  +22.00 0  3.0555  7.2926  4.1808  4.1801
 -88.00  +22.00 1  2.9496  6.9354  4.0029  3.9938
 -88.00  +22.00 2  2.6652  5.7499  3.3988  3.3736
 -88.00  +22.00 3  2.6088  5.4484  3.2317  3.2161
 -88.00  +22.00 4  2.6203  5.5124  3.2652  3.2548
 -88.00  +24.00 0  3.0532  7.2852  4.1771  4.1763
 -88.00  +24.00 1  2.9482  6.9305  4.0005  3.9911
 -88.00  +24.00 2  2.6656  5.7520  3.4001  3.3745
 -88.00  +24.00 3  2.6091  5.4499  3.2326  3.2168
 -88.00  +24.00 4  2.6204  5.5127  3.2655  3.2549
 -88.00  +26.00 0  3.0511  7.2784  4.1737  4.1727
 -88.00  +26.00 1  2.9469  6.9260  3.9983  3.9887
 -88.00  +26.00 2  2.6660  5.7541  3.4013  3.3753
 -88.00  +26.00 3  2.6093  5.4514  3.2334  3.2174
 -88.00  +26.00 4  2.6204  5.5131  3.2657  3.2550
 -88.00  +28.00 0  3.0492  7.2721  4.1706  4.1694
 -88.00  +28.00 1  2.9457  6.9219  3.9963  3.9864
 -88.00  +28.00 2  2.6665  5.7562  3.4026  3.3761
 -88.00  +28.00 3  2.6096  5.4527  3.2343  3.2181
 -88.00  +28.00 4  2.6205  5.5134  3.2659  3.2551
 -88.00  +30.00 0  3.0474  7.2664  4.1677  4.1663
 -88.00  +30.00 1  2.9447  6.9182  3.9946  3.9844
 -88.00  +30.00 2  2.6669  5.7583  3.4039  3.3769
 -88.00  +30.00 3  2.6098  5.4541  3.2351  3.2187
 -88.00  +30.00 4  2.6205  5.5137  3.2661  3.2552
 -88.00  +32.00 0  3.0458  7.2611  4.1651  4.1635
 -88.00  +32.00 1  2.9438  6.9149  3.9930  3.9825
 -88.00  +32.00 2  2.6673  5.7603  3.4051  3.3778
 -88.00  +32.00 3  2.6100  5.4554  3.2359  3.2192
 -88.00  +32.00 4  2.6206  5.5140  3.2663  3.2553
 -88.00  +34.00 0  3.0444  7.2564  4.1628  4.1610
 -88.00  +34.00 1  2.9429  6.9120  3.9916  3.9809
 -88.00  +34.00 2  2.6677  5.7624  3.4063  3.3786
 -88.00  +34.00 3  2.6103  5.4566  3.2366  3.2198
 -88.00  +34.00 4  2.6206  5.5143  3.2665  3.2554
 -88.00  +36.00 0  3.0431  7.2523  4.1607  4.1588
 -88.00  +36.00 1  2.9422  6.9095  3.9904  3.9795
 -88.00  +36.00 2  2.6681  5.7645  3.4076  3.3795
 -88.00  +36.00 3  2.6105  5.4578  3.2374  3.2203
 -88.00  +36.00 4  2.6207  5.5146  3.2667  3.2555
 -88.00  +38.00 0  3.0420  7.2486  4.1589  4.1568
 -88.00  +38.00 1  2.9416  6.9074  3.9894  3.9782
 -88.00  +38.00 2  2.6685  5.7666  3.4088  3.3803
 -88.00  +38.00 3  2.6107  5.4590  3.2381  3.2209
 -88.00  +38.00 4  2.6208  5.5149  3.2669  3.2556
 -88.00  +40.00 0  3.0410  7.2454  4.1573  4.1551
 -88.00  +40.00 1  2.9411  6.9056  3.9886  3.9772
 -88.00  +40.00 2  2.6689  5.7687  3.4101  3.3812
 -88.00  +40.00 3  2.6109  5.4601  3.2387  3.2214
 -88.00  +40.00 4  2.6208  5.5152  3.2671  3.2557
 -88.00  +42.00 0  3.0401  7.2426  4.1560  4.1537
 -88.00  +42.00 1  2.9408  6.9042  3.9880  3.9764
 -88.00  +42.00 2  2.6694  5.7708  3.4113  3.3821
 -88.00  +42.00 3  2.6111  5.4612  3.2394  3.2219
 -88.00  +42.00 4  2.6209  5.5155  3.2673  3.2558
 -88.00  +44.00 0  3.0395  7.2404  4.1549  4.1524
 -88.00  +44.00 1  2.9405  6.9032  3.9875  3.9758
 -88.00  +44.00 2  2.6698  5.7730  3.4125  3.3831
 -88.00  +44.00 3  2.6113  5.4623  3.2401  3.2224
 -88.00  +44.00 4  2.6209  5.5159  3.2675  3.2559
 -88.00  +46.00 0  3.0389  7.2385  4.1539  4.1514
 -88.00  +46.00 1  2.9403  6.9025  3.9872  3.9753
 -88.00  +46.00 2  2.6702  5.7751  3.4138  3.3841
 -88.00  +46.00 3  2.6115  5.4634  3.2407  3.2229
 -88.00  +46.00 4  2.6210  5.5162  3.2677  3.2560
 -88.00  +48.00 0  3.0384  7.2370  4.1532  4.1506
 -88.00  +48.00 1  2.9402  6.9021  3.9871  3.9750
 -88.00  +48.00 2  2.6706  5.7773  3.4150  3.3851
 -88.00  +48.00 3  2.6117  5.4645  3.2413  3.2234
 -88.00  +48.00 4  2.6210  5.5165  3.2679  3.2562
 -88.00  +50.00 0  3.0381  7.2359  4.1527  4.1500
 -88.00  +50.00 1  2.9401  6.9020  3.9871  3.9748
 -88.00  +50.00 2  2.6711  5.7795  3.4163  3.3861
 -88.00  +50.00 3  2.6119  5.4655  3.2419  3.2239
 -88.00  +50.00 4  2.6211  5.5169  3.2681  3.2563
 -88.00  +52.00 0  3.0379  7.2351  4.1523  4.1495
 -88.00  +52.00 1  2.9402  6.9021  3.9872  3.9748
 -88.00  +52.00 2  2.6715  5.7818  3.4175  3.3872
 -88.00  +52.00 3  2.6120  5.4665  3.2425  3.2244
 -88.00  +52.00 4  2.6212  5.5172  3.2684  3.2565
 -88.00  +54.00 0  3.0377  7.2347  4.1521  4.1493
 -88.00  +54.00 1  2.9403  6.9025  3.9874  3.9750
 -88.00  +54.00 2  2.6720  5.7840  3.4188  3.3883
 -88.00  +54.00 3  2.6122  5.4676  3.2431  3.2249
 -88.00  +54.00 4  2.6212  5.5176  3.2686  3.2567
 -88.00  +56.00 0  3.0376  7.2344  4.1520  4.1491
 -88.00  +56.00 1  2.9404  6.9031  3.9877  3.9752
 -88.00  +56.00 2  2.6724  5.7863  3.4201  3.3894
 -88.00  +56.00 3  2.6124  5.4686  3.2437  3.2254
 -88.00  +56.00 4  2.6213  5.5179  3.2688  3.2568
 -88.00  +58.00 0  3.0377  7.2345  4.1520  4.1491
 -88.00  +58.00 1  2.9407  6.9039  3.9882  3.9756
 -88.00  +58.00 2  2.6729  5.7887  3.4214  3.3906
 -88.00  +58.00 3  2.6126  5.4696  3.2443  3.2260
 -88.00  +58.00 4  2.6214  5.5183  3.2690  3.2570
 -88.00  +60.00 0  3.0377  7.2347  4.1522  4.1492
 -88.00  +60.00 1  2.9409  6.9049  3.9887  3.9761
 -88.00  +60.00 2  2.6734  5.7911  3.4226  3.3918
 -88.00  +60.00 3  2.6128  5.4706  3.2449  3.2265
 -88.00  +60.00 4  2.6214  5.5187  3.2692  3.2572
 -88.00  +62.00 0  3.0379  7.2352  4.1524  4.1495
 -88.00  +62.00 1  2.9413  6.9061  3.9892  3.9767
 -88.00  +62.00 2  2.6739  5.7934  3.4239  3.3931
 -88.00  +62.00 3  2.6129  5.4716  3.2454  3.2271
 -88.00  +62.00 4  2.6215  5.5191  3.2694  3.2574
 -88.00  +64.00 0  3.0381  7.2359  4.1527  4.1498
 -88.00  +64.00 1  2.9416  6.9074  3.9899  3.9773
 -88.00  +64.00 2  2.6743  5.7958  3.4252  3.3944
 -88.00  +64.00 3  2.6131  5.4726  3.2460  3.2276
 -88.00  +64.00 4  2.6216  5.5195  3.2697  3.2577
 -88.00  +66.00 0  3.0383  7.2367  4.1532  4.1503
 -88.00  +66.00 1  2.9420  6.9088  3.9906  3.9781
 -88.00  +66.00 2  2.6748  5.7983  3.4265  3.3957
 -88.00  +66.00 3  2.6133  5.4736  3.2465  3.2282
 -88.00  +66.00 4  2.6217  5.5199  3.2699  3.2579
 -88.00  +68.00 0  3.0386  7.2377  4.1536  4.1508
 -88.00  +68.00 1  2.9425  6.9104  3.9914  3.9789
 -88.00  +68.00 2  2.6753  5.8007  3.4277  3.3970
 -88.00  +68.00 3  2.6135  5.4746  3.2471  3.2288
 -88.00  +68.00 4  2.6217  5.5203  3.2701  3.2581
 -88.00  +70.00 0  3.0390  7.2388  4.1542  4.1514
 -88.00  +70.00 1  2.9429  6.9120  3.9922  3.9798
 -88.00  +70.00 2  2.6758  5.8031  3.4290  3.3984
 -88.00  +70.00 3  2.6137  5.4756  3.2476  3.2293
 -88.00  +70.00 4  2.6218  5.5207  3.2703  3.2583
 -88.00  +72.00 0  3.0394  7.2400  4.1548  4.1521
 -88.00  +72.00 1  2.9434  6.9137  3.9930  3.9807
 -88.00  +72.00 2  2.6763  5.8056  3.4303  3.3997
 -88.00  +72.00 3  2.6138  5.4765  3.2481  3.2299
 -88.00  +72.00 4  2.6219  5.5210  3.2705  3.2586
 -88.00  +74.00 0  3.0397  7.2413  4.1554  4.1527
 -88.00  +74.00 1  2.9439  6.9155  3.9939  3.9817
 -88.00  +74.00 2  2.6768  5.8081  3.4316  3.4012
 -88.00  +74.00 3  2.6140  5.4775  3.2486  3.2304
 -88.00  +74.00 4  2.6219  5.5214  3.2706  3.2588
 -88.00  +76.00 0  3.0401  7.2426  4.1560  4.1535
 -88.00  +76.00 1  2.9445  6.9174  3.9948  3.9827
 -88.00  +76.00 2  2.6773  5.8106  3.4328  3.4026
 -88.00  +76.00 3  2.6142  5.4784  3.2490  3.2310
 -88.00  +76.00 4  2.6220  5.5217  3.2708  3.2590
 -88.00  +78.00 0  3.0405  7.2439  4.1567  4.1542
 -88.00  +78.00 1  2.9450  6.9192  3.9957  3.9837
 -88.00  +78.00 2  2.6778  5.8131  3.4341  3.4041
 -88.00  +78.00 3  2.6143  5.4793  3.2495  3.2316
 -88.00  +78.00 4  2.6220  5.5220  3.2709  3.2592
 -88.00  +80.00 0  3.0409  7.2452  4.1573  4.1549
 -88.00  +80.00 1  2.9455  6.9210  3.9965  3.9847
 -88.00  +80.00 2  2.6783  5.8157  3.4354  3.4056
 -88.00  +80.00 3  2.6145  5.4802  3.2500  3.2322
 -88.00  +80.00 4  2.6221  5.5222  3.2710  3.2594
 -88.00  +82.00 0  3.0413  7.2464  4.1578  4.1556
 -88.00  +82.00 1  2.9460  6.9228  3.9974  3.9857
 -88.00  +82.00 2  2.6789  5.8183  3.4367  3.4071
 -88.00  +82.00 3  2.6146  5.4811  3.2504  3.2327
