  0.7083E-01
 -0.1593E-01  0.1106E-01  0.1045E-01
 -0.1206E-02  0.2023E-01  0.1297E-01  0.5488E-01  0.6906E-02
 -0.4164E-02 -0.7862E-02  0.1182E-01  0.1569E-01 -0.1851E-01  0.2796E-01  0.4021E-01
 -0.1203E-01 -0.2185E-01  0.5928E-02  0.5030E-02 -0.2000E-01 -0.3249E-02  0.1104E-01  0.6863E-02 -0.5130E-02
  0.5301E-02 -0.2291E-01  0.5819E-02 -0.6834E-02  0.6133E-02  0.9091E-02  0.6653E-02 -0.1485E-01 -0.1428E-01 -0.1635E-02 -0.1726E-01
 -0.1271E-02 -0.5233E-02 -0.5219E-02  0.3276E-02  0.1754E-01  0.1132E-02  0.7169E-02 -0.9307E-02  0.1284E-01 -0.1393E-01 -0.1929E-01
 -0.1213E-01 -0.1895E-01
  0.4822E-02 -0.2723E-02  0.4902E-02  0.1251E-01 -0.6035E-02  0.7393E-02 -0.8980E-02  0.1048E-01  0.2109E-02 -0.6729E-02 -0.7893E-02
  0.7457E-02  0.1153E-01 -0.3156E-02 -0.6912E-02
 -0.1049E-02  0.6243E-02 -0.4111E-02 -0.1431E-01 -0.1694E-01 -0.1231E-01 -0.1212E-01  0.1317E-01 -0.1193E-01 -0.2039E-02  0.2193E-02
  0.1114E-01 -0.4160E-02  0.1780E-01  0.1613E-01  0.2682E-02  0.1675E-01
  0.1046E-01  0.1583E-01  0.1458E-01 -0.3241E-02 -0.6588E-02 -0.1954E-01 -0.7378E-02  0.1625E-02  0.9686E-02 -0.2947E-02  0.1590E-02
  0.9756E-03 -0.1126E-01 -0.3919E-03 -0.1233E-02 -0.8870E-02 -0.8655E-02 -0.1267E-01 -0.5793E-02
  0.1376E-02  0.2796E-03 -0.6687E-02 -0.4424E-02 -0.4929E-02  0.2564E-02  0.2588E-03  0.9356E-02  0.1358E-01 -0.1381E-02 -0.9829E-03
  0.3258E-02  0.4111E-02  0.3866E-02  0.1522E-01 -0.1893E-01  0.2764E-02  0.1322E-01 -0.1823E-02 -0.7351E-02  0.5790E-02
  0.5886E-02  0.1313E-01  0.4966E-02 -0.7251E-02 -0.4476E-03  0.3694E-02 -0.7229E-02  0.5888E-02  0.8805E-02  0.7378E-02  0.6338E-02
 -0.3309E-02  0.4525E-02  0.2501E-02  0.5689E-02 -0.2435E-02 -0.6991E-02  0.3157E-03 -0.2186E-03  0.3874E-02 -0.7311E-02  0.7243E-02
 -0.4044E-03
 -0.1718E-02 -0.2288E-02 -0.1480E-02  0.3048E-02 -0.6269E-02  0.5268E-03  0.9253E-03  0.5070E-04 -0.1910E-02  0.2581E-02 -0.3145E-02
 -0.3346E-02  0.8441E-02 -0.5116E-02 -0.1319E-02  0.7965E-02 -0.2219E-02  0.7545E-03 -0.8864E-02 -0.1612E-02  0.6231E-02  0.3110E-02
 -0.4521E-02 -0.4540E-02 -0.2225E-02
 -0.4004E-02  0.5878E-02  0.9646E-02  0.1948E-02 -0.1292E-02 -0.1017E-01  0.5077E-02 -0.3462E-02 -0.7958E-02  0.1827E-03 -0.1879E-02
  0.5276E-02  0.5913E-02 -0.3149E-02 -0.8698E-02  0.2537E-02 -0.8778E-02 -0.3598E-02 -0.1363E-02 -0.3829E-02  0.4554E-03 -0.6471E-02
  0.7510E-03 -0.2458E-02 -0.4006E-02 -0.2967E-02  0.2274E-02
  0.3340E-02  0.4328E-02 -0.3951E-02  0.1723E-01  0.1204E-02 -0.9024E-05 -0.2672E-03  0.2144E-02 -0.1262E-03 -0.5336E-02  0.4181E-02
  0.3359E-02 -0.2235E-02 -0.4356E-03 -0.6375E-02  0.1729E-02 -0.4726E-02 -0.2711E-02  0.4929E-02  0.2004E-02 -0.3114E-02 -0.2142E-02
  0.2135E-02 -0.2948E-02  0.7159E-02  0.1209E-03  0.8499E-02  0.6821E-02  0.1820E-02
  0.2003E-02  0.8667E-02  0.1990E-02  0.1380E-01 -0.4328E-02  0.1930E-03 -0.8741E-03  0.6796E-02  0.5027E-02 -0.4784E-02  0.1556E-02
  0.2482E-02  0.7374E-02 -0.1558E-02 -0.2452E-02 -0.1177E-02 -0.2861E-02  0.4070E-02  0.5173E-02 -0.5533E-02 -0.5128E-02  0.7431E-02
  0.3788E-02  0.1786E-02  0.3287E-02  0.5248E-02 -0.8116E-03  0.4574E-04 -0.3512E-03 -0.3292E-02  0.1490E-03
  0.4034E-02 -0.3563E-02 -0.1527E-03  0.9812E-02 -0.4632E-02 -0.1125E-01 -0.8650E-02 -0.5357E-02  0.9120E-02  0.4903E-02 -0.5417E-02
  0.6558E-02 -0.9264E-04 -0.5036E-02  0.1669E-03  0.2855E-03 -0.2636E-02 -0.2010E-02 -0.1337E-02 -0.3027E-02 -0.2591E-02  0.2821E-02
 -0.1603E-03 -0.1575E-02 -0.3628E-02  0.1581E-01 -0.1120E-02 -0.3456E-02  0.1161E-02  0.7919E-02 -0.5080E-02 -0.2986E-02 -0.3849E-02
 -0.1509E-03  0.1080E-02 -0.1033E-01  0.3441E-02 -0.6956E-02 -0.2404E-02  0.7457E-02 -0.4966E-02  0.3442E-02 -0.1068E-02 -0.3004E-02
  0.3724E-02 -0.4909E-02  0.2085E-03 -0.2531E-02  0.3337E-02  0.6099E-02  0.1698E-02 -0.9088E-02 -0.6394E-02 -0.1000E-01  0.2689E-02
  0.8334E-03 -0.6078E-02 -0.6486E-02  0.7350E-02 -0.3004E-02 -0.7888E-02 -0.1200E-01 -0.3006E-04  0.3203E-02  0.1025E-01  0.2472E-03
 -0.3784E-02 -0.1523E-02
  0.1411E-02 -0.5749E-02 -0.1395E-01 -0.3674E-02 -0.5613E-02 -0.5151E-02  0.4597E-02  0.1002E-01  0.4523E-02 -0.3801E-02 -0.1054E-02
  0.5697E-02  0.2273E-02  0.5364E-02 -0.2688E-02 -0.6701E-02  0.7832E-02 -0.1189E-02 -0.2159E-02 -0.3128E-02 -0.5873E-02 -0.7072E-03
  0.2355E-02  0.1948E-02  0.4272E-04 -0.4593E-02  0.5012E-02 -0.9843E-02  0.3694E-02  0.1642E-02 -0.1372E-02 -0.3874E-02 -0.4352E-02
 -0.2022E-02 -0.2598E-02  0.1067E-02  0.1529E-02
 -0.2460E-02 -0.7349E-02  0.2922E-03 -0.3085E-03  0.3447E-02 -0.2768E-03  0.2850E-02 -0.1489E-02 -0.6331E-03  0.5638E-02 -0.2128E-02
  0.8883E-03  0.7648E-02  0.9034E-03  0.5722E-02 -0.2301E-02 -0.1043E-02  0.4705E-02  0.8204E-03  0.1984E-02 -0.3038E-02  0.1480E-02
 -0.2124E-03 -0.2490E-02  0.1207E-02 -0.7197E-03  0.3649E-02 -0.2069E-02  0.8107E-02 -0.5014E-02  0.8454E-02 -0.6764E-02 -0.1845E-02
  0.4865E-03 -0.2664E-02 -0.5017E-02  0.1070E-02 -0.2563E-02  0.9369E-03
  0.5551E-02 -0.3473E-02 -0.1491E-02  0.7532E-02  0.4405E-02 -0.6201E-02  0.4027E-02  0.2224E-03 -0.4726E-02 -0.3266E-03  0.8992E-04
  0.1254E-02  0.6797E-02  0.1101E-02 -0.2885E-02  0.4342E-03  0.4409E-02 -0.7341E-04 -0.9262E-03  0.5983E-03 -0.2830E-02  0.3282E-02
  0.3676E-02 -0.1782E-03 -0.1265E-03 -0.1369E-02  0.1501E-02  0.1016E-01  0.8339E-03  0.8204E-02  0.3303E-02  0.2473E-02 -0.4934E-02
 -0.7108E-03  0.5203E-02 -0.2657E-02  0.6644E-03  0.2662E-02 -0.5737E-02 -0.3309E-02 -0.5302E-03
  0.2006E-02 -0.2909E-03 -0.2236E-02  0.3698E-02  0.3424E-02 -0.2459E-02 -0.5239E-02 -0.3020E-02 -0.4319E-02 -0.5063E-02  0.7203E-02
  0.1985E-02  0.2444E-03  0.2196E-02 -0.6302E-02 -0.3117E-02  0.2693E-02  0.2134E-02  0.1831E-02  0.5217E-02 -0.2108E-02  0.9213E-02
 -0.8309E-03 -0.3529E-02  0.2215E-02 -0.1337E-02  0.2561E-02  0.9846E-03 -0.1088E-02  0.4713E-02  0.1665E-02  0.2234E-04 -0.3277E-02
  0.1879E-02  0.7471E-02  0.4254E-02  0.1103E-02 -0.3219E-02 -0.4566E-02 -0.3621E-02 -0.3829E-02 -0.1481E-02  0.5007E-02
  0.2266E-02  0.4986E-02 -0.7840E-02 -0.2634E-02 -0.6592E-03 -0.6374E-02 -0.5804E-02  0.2636E-02 -0.6063E-02 -0.1817E-02  0.3604E-02
 -0.2782E-02  0.2094E-02 -0.2083E-02 -0.2755E-02  0.2132E-02 -0.4043E-02 -0.1151E-02  0.9469E-02  0.3037E-02 -0.1492E-02 -0.1498E-02
